productid,brand_name,categories,description,details,img_url,ingredients,keywords,love_count,price,product_id,rev_count,product_name,product_url,size,use
277,SEPHORA COLLECTION,"makeup, face, highlighter","What it is:A must-have luminizer to add a youthful glow. 

What it does:MicroSmooth is made with ultralight, micronized advanced pigments that blend effortlessly into the skin to enhance your skintone and give a flawless no-makeup look and feel to ","What it is:
A must-have luminizer to add a youthful glow.

What it does:
Infused with radiance-boosting minerals, sea coral, and green tea extract, this baked pigment sweeps on weightless, natural-looking color—so you’ll be the picture of health. It adds a natural, seamless luminescence to cheeks, temples, and browbone for a healthy-looking, radiant, and gorgeous glow. The breathable baked formula applies smoothly while the unique, airy texture perfectly melts into skin for a natural finish.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is not tested on animals.",http://www.sephora.com/productimages/sku/s1480029-main-Lhero.jpg,"01 Stardust
-Coral Radiance Complex (AKOSHINE Mediterranean Sea Coral, Green Tea Extract, and Minerals): Enhances radiance and the appearance of skin.

Talc, Mica, Calcium Aluminum Borosilicate, Nylon12, Silica, Dimethicone, Isopropyl Palmitate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Magnesium Aluminum Silicate, Octyldodecyl Stearoyl Stearate, Cetearyl Ethylhexanoate, Isohexadecane, Caprylyl Glycol, Sorbitan Stearate, Simmondsia Chinensis Seed Oil (Simmondsia Chinensis (Jojoba) Seed Oil), Tocopheryl Acetate, Polysorbate 80, Hexylene Glycol, Tin Oxide, Sorbitan Oleate, Synthetic Fluorphlogopite, Lauroyl Lysine, Phenoxyethanol, Sodium Dehydroacetate. (+/-) :Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492 (Iron Oxides), Ci 77289 (Chromium Hydroxide Green).",microsmooth luminizer,40000,7.0,P378034,744,MicroSmooth Baked Luminizer,http://www.sephora.com/microsmooth-luminizer-P378034,,"Suggested Usage:
-Apply above cheekbones, down the bridge of the nose, along the browbone, and to the chest."
593,MAKE UP FOR EVER,"makeup, eye, eyeliner",Shop MAKE UP FOR EVER’s Aqua XL Eye Pencil Waterproof Eyeliner at Sephora. The smudge-proof formula comes in everyday neutrals to bright pastel pops.,"What it is:
A long-wearing, waterproof eye pencil that pairs ultra-creamy glide with instant color intensity.

What it does:
A pro artist favorite, Aqua XL Eye Pencil Waterproof Liner's superior, long-lasting formula will not smudge, crease, or fade until you remove it. Its innovative formula blends intense, rich color with a super-gliding texture. This versatile liner’s smooth texture effortlessly glides onto lids without skipping or tugging while delivering intense, one-swipe color that lasts all day. Ideally applied with light pressure, this pencil is perfect for creating a tight line or smudging for a shadow effect. Available in 20 shades, it features shades that range from everyday neutrals to bright pastel pops.

MAKE UP FOR EVER joined forces with pop star Charli XCX to create this collection of Aqua XL Eye Pencil Waterproof Eyeliners. Best known for her chart-topping hits, including ""Boom Clap"" and ""Fancy"" with Iggy Azalea and ""I Love It"" with Icona Pop, Charli’s bold, artistic, transformative nature and energetic stage presence exemplify the creative spirit of MAKE UP FOR EVER and the Aqua XL collection.

This product is an Allure Best of Beauty award winner.",http://www.sephora.com/productimages/sku/s1799048-main-Lhero.jpg,,aqua xl eye pencil waterproof eyeliner,20000,21.0,P406049,303,Aqua XL Eye Pencil Waterproof Eyeliner,http://www.sephora.com/aqua-xl-eye-pencil-waterproof-eyeliner-P406049,0.04 oz,"Suggested Usage:
Pro Tips:
-If you have watery eyelids, begin with an eye primer. Follow with a layer of matte eye shadow that's similar to your skintone.
-Maintenance: Be sure to use a clean sharpener for optimum results, prior to sharpening eye pencil."
332,Kat Von D,"makeup, eye, eyeliner","Shop Kat Von D's Ink Liner at Sephora. This ultra-rich and waterproof, felt-tipped liquid pen eyeliner creates instant drama and effortless, bold definition.","What it is:
An ultra-rich, felt-tipped liquid pen eyeliner for up to 24 hours of instant drama and effortless, bold definition.

What it does:
Flaunt a killer line every time with Ink Liner. The innovative, no-fray marker tip holds the maximum level of formula, giving you bold lines with instant color lay-down and stunning intensity. Remarkably easy to use, the felt tip applicator provides total control for effortless eye lining. Rock your look around the clock with this formula that delivers a fade and run-resistant finish for unstoppable long wear. For effortless drama, put it in ink.",http://www.sephora.com/productimages/sku/s1585819-main-Lhero.jpg,,ink liner,50000,20.0,P385908,1903,Ink Liner,http://www.sephora.com/ink-liner-P385908,0.019 oz/ 0.55 mL,"Suggested Usage:
-Shake Ink Liner before using so formula saturates the felt tip. For best results, wipe tip with a damp tissue before applying to prevent powder build-up, which may cause Ink Liner to dry out.
-Apply liquid liner on clean, dry skin (moisture can affect the wear).
-Point the tip towards the inner corner of the eye and lay flat along the lash line.
-Glide from the inner to the outer corners in a smooth, even motion, getting as close to the lashes as possible.
-For a precise thin line, apply one coat using the point of the tip.
-To thicken, turn the pen to angle tip on the side and layer.

Lash Enhancer:
-To emphasize lashes, lift the outer corner of your eye, exposing the base of the lashline; then dot the tip upward between the roots.

Iconic Kat Eye:
-Find the right angle by following bottom lashline upwards, then create a small line at the corner.
-Drag the tip along your lashline, starting just above the pupil and work outward, creating a wing.
-To make eyes more dramatic, go back and line all the way from the inner corner of your eye."
484,Christian Louboutin,"makeup, lip, lipstick",Shop Christian Louboutin’s Velvet Matte Lip Colour at Sephora. The vivid matte lip color has a solid elixir vial design and comes in a jewelry box.,"What it is:
A highly-pigmented matte lip color that provides non-drying comfort on the lips and leaves a suede finish.

What it does:
This Intensely rich color goes on with full coverage and sets with a soft touch matte finish. Formulated with a complex of natural oils and seed butters to enhance moisturize for up to four hours, it provides a protective layer against dryness. These lip colors are available in a universal shade palette, ranging from light to deep tones, across mid-tonal and bright hues of pinks to berries, reds and corals, and nudes and browns.

Presented in a jewelry box and offered with a silk carrying pouch, the design mirrors an objet d'art so intimate as to be worn like a precious jewel; it transforms a forgotten object into a woman's magic wand. The colors are available in three finishes—silky satin, velvet matte, and sheer voile—each with its own design. Each lip color features a unique elixir vial design with a silk ribbon to transform the lipstick into a necklace. The solid black or gold metal body holds the iconic Rouge Louboutin lip color.

Each Rouge Louboutin shade comes in a black lipstick case, and all the other shades are encased in a gold case.

What else you need to know:
Designer and creator of objects, Christian Louboutin has transformed the everyday lipstick into a woman’s magic talisman. This lip color represents a beautiful object d’art worthy of display, yet so intimate as to be worn like a precious jewel. Inspired by Babylonian Architecture, the design captures the ornate aesthetics of Middle Eastern antiquities and the Art Deco movement.

These lipsticks are sold separately, at $90 each.",http://www.sephora.com/productimages/sku/s1750140-main-Lhero.jpg,"Rouge Louboutin
Dimethicone, Pentaerythrityl Tetraisostearate, Synthetic Wax, Octyldodecanol, Methyl Methacrylate Crosspolymer, Polyethylene, Kaolin, Polyglyceryl-2 Triisostearate, Cera Alba/Beeswax/Cire D’abeille, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Euphorbia Cerifera (Candelilla) Wax, Sorbitan Sesquiisostearate, Hydroxyapatite, Coffea Arabica (Coffee) Seed Oil, Dimethicone Crosspolymer, Elaeis Guineensis (Palm) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Fragrance, Isopropyl Titanium Triisostearate, Mauritia Flexuosa Fruit Oil, Astrocaryum Murumuru Seed Butter, Bidens Pilosa Extract, Linum Usitatissimum (Linseed) Seed Oil, Tocopherol, Simethicone, Phenoxyethanol, Silica, Anise Alcohol, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Limonene, Bismuth Oxychloride (Ci 77163), Red 7 (Ci 15850), Iron Oxides (Ci 77491, Ci77499).",velvet matte lip colour,20000,90.0,P400560,63,Velvet Matte Lip Colour,http://www.sephora.com/velvet-matte-lip-colour-P400560,0.134 oz,"Suggested Usage:
-Apply the rich Velvet Matte formula directly from the tube.
-For enhanced results, use with Christian Louboutin's Lip Definer.
-Shop different finishes: Try the Sheer Voile Lip Colour and the Silky Satin Lip Colour for a completely different lip look (sold separately)."
675,Urban Decay,"makeup, eye, eye palettes","Shop Urban Decay’s Naked Ultimate Basics at Sephora. It features a palette with 12 neutral mattes, in cool-to-warm shades.","What it is:
A Naked eyeshadow palette with 12 exclusive, must-have, neutral-matte shades.

What it does:
Urban Decay introduces Naked Ultimate Basics—the matte eyeshadow palette loaded into a sleek, square case with matte shades that have been requested time and time again. Each shade is exclusive to this palette and completely different from the shades in Naked Basics and Naked2 Basics. This palette offers a true range of neutral mattes, from cool to warm—all with a little edge. Create contoured all-matte looks, or pair these neutrals with your favorite bold hues.

The shades in Naked Ultimate Basics are neutral enough for everything from cool skin tones to olive complexions to darker skin. They feature Urban Decay’s proprietary Pigment Infusion System™, which gives the formula its velvety texture, rich color, serious staying power, and blendability. Achieve the perfect application every time for a matte look that radiates.

This palette contains:
- 12 x 0.04 oz/ 1.18 mL Eyeshadow in Blow (light nude demi-matte) Nudie (soft pink-nude matte), Commando (light taupe-brown matte), Tempted (pale brown matte), Instinct (medium pink-taupe matte) Lethal (reddish brown matte), Pre-Game (pale yellow matte), Extra Bitter (burnth orange matte), Faith (medium warm brown matte), Lockout (rich neutral brown matte), Magnet (smoky gray matte), Blackjack (warm black matte)

What it is formulated WITHOUT:
- Parabens",http://www.sephora.com/productimages/sku/s1860022-main-Lhero.jpg,"Faith:
Talc, Ethylene/Acrylic Acid Copolymer, Caprylic/Capric Triglyceride, Lauroyl Lysine, Polyethylene, Alumina, Synthetic Wax, Ethylhexyl Palmitate, Ptfe, Caprylyl Glycol, Phenoxyethanol, Calcium Aluminum Borosilicate, Silica, Zinc Stearate, Hexylene Glycol, Tetrasodium Edta, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Polyethylene Terephthalate, Polymethyl Methacrylate, Polybutylene Terephthalate, Polylactic Acid, Isobutylphenoxy Epoxy Resin.

Blow, Nudie:
Talc, Ethylene/Acrylic Acid Copolymer, Polyethylene, Diisostearyl Malate, Dimethicone, Synthetic Wax, Zinc Stearate, Ptfe, Caprylyl Glycol, Phenoxyethanol, Hexylene Glycol, Tetrasodium Edta, Polyethylene Terephthalate, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Isobutylphenoxy Epoxy Resin, Polymethyl Methacrylate, Silica, Polybutylene Terephthalate, Polylactic Acid, Tin Oxide.

Blackjack, Commando, Extra Bitter, Instinct, Lethal, Lockout, Magnet, Pre-Game, Tempted:
Talc, Triethoxycaprylylsilane, Diisostearyl Malate, Dimethicone, Polyethylene, Alumina, Octyldodecyl Stearoyl Stearate, Silica, Caprylyl Glycol, Phenoxyethanol, Hexylene Glycol, Tetrasodium Edta, Tin Oxide, Polyethylene Terephthalate, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Polymethyl Methacrylate, Polybutylene Terephthalate, Isobutylphenoxy Epoxy Resin, Polylactic Acid. [+/- (All Shades May Contain): Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Mica, Ci 77891 / Titanium Dioxide, Ci 77007 / Ultramarines, Ci 77742 / Manganese Violet, Ci 77288 / Chromium Oxide Greens, Ci 42090 / Blue 1 Lake, Ci 77163 / Bismuth Oxychloride, Ci 19140 / Yellow 5 Lake, Ci 75470 / Carmine, Ci 77510 / Ferric Ferrocyanide, Ci 77000 / Aluminum Powder].",naked ultimate basics,70000,54.0,P412339,364,Naked Ultimate Basics,http://www.sephora.com/naked-ultimate-basics-P412339,12 x 0.04 oz/ 12 x 1.18 mL,"Suggested Usage:
-Use the Blending Brush for foolproof, seamless blending.
-Use the Smudger Brush to smudge color with precision or smoke out the lash line."
121,Too Faced,"makeup, eye, eye palettes","What it is:
A small palette packed with nine neutral shades, and a how-to Glamour Guide to help you achieve the look.

What it does:Natural Eyes comes housed in a sleek, mirrored tin with a step-by-step guide to creating universally flattering loo","What it is:
A small palette packed with nine neutral shades, and a how-to Glamour Guide to help you achieve the look.

What it does:
Natural Eyes comes housed in a sleek, mirrored tin with a step-by-step guide to creating universally flattering looks. It features nine neutral shadows, including three new hues, larger sizes of three complementary shadows, and three Too Faced favorites. Too Faced co-founder Jerrod Blandino designed the Natural Eyes Palette as the must-have solution for women who want to create a natural-looking eye appropriate for every day.

This set contains:
- 6 x 0.03 oz Eyeshadow in Cashmere Bunny (taupe matte), Sexpresso (deep brown matte), Push-Up (light bronze pearl), Erotica (Charcoal brown with gold flecks), Honey Pot (gold pearl), Chocolate Martini (deep espresso with gold shimmer)
- 3 x 0.07 Eyeshadow in Heaven (cream matte), Silk Teddy (peach champagne shimmer), Nudie (fawn matte)
- How-To-Glamour Guide

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates",http://www.sephora.com/productimages/sku/s1604016-main-Lhero.jpg,"Cashmere Bunny, Heaven, Sexpresso:
Mica, Talc, Cetearyl Isononanoate, Ethylene/Acrylic Acid Copolymer, Phenoxyethanol, Sodium Dehydroacetate, Methicone, PEG-8 Dimethicone, Sorbic Acid. May Contain (+/-): Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163), Titanium Dioxide (CI 77891).

Honey Pot:
Mica, Ethylhexyl Palmitate, Talc, Kaolin, Zinc Stearate, Phenoxyethanol, Sodium Dehydroacetate, Silica, Sorbic Acid, Zea Mays (Corn) Starch. May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499).

Push-Up and Silk Teddy:
Mica, Talc, Ethylhexyl Palmitate, Zinc Stearate, Kaolin, Phenoxyethanol, Sodium Dehydroacetate, Sorbic Acid, Silica, Zea Mays (Corn) Starch, Tin Oxide, Carmine (CI 75470). May Contain(+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163), Ferric Ferrocyanide (CI 77510).

Nudie:
Cetearyl Isononanoate, Talc, Ethylene/Acrylic Acid Copolymer, Phenoxyethanol, Sodium Dehydroacetate, Sorbic Acid, Carmine (CI 75470). May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163).",natural eye neutral eye shadow collection,140000,36.0,P241303,4108,Natural Eye Neutral Eye Shadow Collection,http://www.sephora.com/natural-eye-neutral-eye-shadow-collection-P241303,0.39 oz/ 11 g,"Suggested Usage:
-Use the included Glamour Guides for three looks to get you started."
170,Bite Beauty,"makeup, lip, lipstick","Shop Bite Beauty’s Cava Lip Collection at Sephora. It features the lilac-beige shade in a matte cream formula with a long-wearing, hydrating finish.","What it is:
A Cava Lip Collection, featuring the return of Bite Beauty’s beloved shade of lilac-beige—now also in a Matte Crème Lip Crayon.

What it does:
The Cava Lip Collection features Bite Beauty’s innovative, hydrating formula that delivers a matte, long-wearing finish without the dry texture. Bite’s Luminous Crème Lipsticks deliver a lush, long-lasting, moisture-rich lip color. They're formulated with antioxidant resveratrol, which helps to target free radicals with potent, long-term antiaging benefits. They’re also infused with the amount of resveratrol found in five glasses of red wine.

Each shade of the Matte Crème Lip Crayons is water-resistant and long-wearing, and is loaded with the moisture-locking power of orange peel wax and the antioxidant properties of resveratrol.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
Bite Beauty lip products are free of petrochemicals and are certified gluten-free.",http://www.sephora.com/productimages/sku/s1829696-main-Lhero.jpg,"Cava
-3 Mg Trans-Resveratrol from Vitis Vinifera and Polygonum Cuspidatum

Ricinus Communis (Castor) Seed Oil**, Simmondsia Chinesis (Jojoba) Cera (Wax)*, Silica*, Butyrospermum Parkii (Shea) Butter**, Cera Alba (Beeswax)**, Polyhydroxystearic Acid*, Helianthus Annuus (Sunflower) Seed Wax*, Coco-Caprylate*, Carnauba) Wax**, Citrus Aurantium Dulcis (Orange) Peel Wax*, Hydrogenated Castor Oil*, Flavor, MICA*, Acacia Decurrens Flower Wax*, Polyglyceryin-3*, Tocopherol*, Trans-Resveratrol*, HELIANTHUS Annuus (Sunflower) Seed Oil**, Vitis Vinifera (Grape) Seed Extract**, Siraitia Grosvenoril (Monk Fruit) Extract*+/- May Contain: Titanium Dioxide (Ci 77891)*, Iron Oxides (Ci 77491, Ci 77492, Ci 77499)*, Carmine (Ci 75470)*, Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985), Red 40 Lake (Ci 16035), Red 6 Lake (Ci 15850), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Red 33 Lake (Ci 17200), Manganese Violet (Ci 77742)*, Red 30 Lake (Ci 73360). *Natural, **Organic",cava lip collection,40000,24.0,P283903,1610,Cava Lip Collection,http://www.sephora.com/cava-lip-collection-P283903,0.05 oz/ 1.56 g,"Suggested Usage:
-Use Bite Beauty’s Line and Define Primer (sold separately) to create an even tone. Then follow up with Cava in your preferred formula."
197,Smashbox,"makeup, face, bb & cc cream","What it is:An award-winning, five-in-one formula for achieving flawless skin on camera and beyond.

","What it is:
An award-winning, five-in-one formula for achieving flawless skin on camera and beyond.

What it is formulated to do:
- Oil-controlling formulation with emollients and optical pearl pigments to provide hydration and visibly reduce fine lines and wrinkles after only four weeks
- Features SPF 35 sun protection

This multitasking tinted cream is infused hydrates to improve skin's moisture, and it can be worn alone as a primer or under your go-to foundation for a smooth makeup canvas. It helps to protect your skin from UVA and UVB rays with SPF 35. Formulated with emollients and optical pearl pigments, Camera Ready BB Cream gives skin a glowing, ethereal look and provides a hydrating veil for the complexion to maintain moisture on the surface of the skin while controlling shine—without leaving behind a chalky finish.

What else you need to know:
Beauty Balms or BB Creams were originally developed as a perfect post-procedure cream used to treat, hydrate, prime, protect, and camouflage the skin. Great for all skin types including those with sensitive skin, these versatile “five-in-one” formulas are designed to do it all: treat with high levels of active skincare ingredients; moisturize and smooth dehydrated skin; prime and perfect skin’s surface; camouflage and color correct the skin tone; and protect skin from the sun with SPF. They can be used as a last step for their skincare benefits or used on their own as an instant beautifier.

Smashbox first heard about Asia's hottest beauty craze in the photo studios from makeup artists who had just been on location. They found it was the best tool to perfect skin on set without all the typical layers of product such as moisturizer, primer, concealer, and foundation, which can irritate sensitive skin. This unique formula creates ""progressive"" coverage, which means you can achieve different levels of coverage depending on how you wear it. Appropriate for all skin types, this product is free of fragrance, dermatologist tested, and non-acnegenic.",http://www.sephora.com/productimages/sku/s1574896-main-Lhero.jpg,,camera ready bb cream spf 35,60000,39.0,P300339,3032,Camera Ready BB Cream SPF 35,http://www.sephora.com/camera-ready-bb-cream-spf-35-P300339,1 oz/ 30 g,"Suggested Usage:
-Use it as a primer, use it for light coverage, and however you see fit.
-Just use a pea size amount. Hint: pair it with your favorite foundation for more coverage. No need for lots of layers.
-If you have dry skin, moisturize first.
-If you have oily/combination skin, Camera Ready BB Cream is all you'll need.
-Regular use will improve the look of your skin. This BB is loaded with peptides to support antiaging, for a decrease in fine lines over time—plus, it guards against harmful rays with SPF 35."
287,BECCA,"makeup, face, highlighter",Shop BECCA’s Shimmering Skin Perfector® Pressed Highlighter at Sephora. This highlighter spotlights your best features with a high-shine finish.,"What it is:
A bestselling, creamy, highlighter powder to light up your best features with a high-shine finish.

What it does:
Like a spotlight for your skin, Shimmering Skin Perfector® Pressed Highlighter lights up your favorite features with high-impact, ultra-reflective shine. Inspired by the dazzling light of the midday sun, this iconic formula is enriched with ultra-fine, luminescent pearls that absorb, reflect, and refract light to amplify your natural radiance. The multi-toned pigment pearls adjust to your skin’s natural undertones. Unlike traditional pressed powders, this unique formula blends pigments with liquids, to create an unparalleled, creamy feel that applies seamlessly for a silky finish that never cakes. The result: a high-shine, elegant finish that doesn’t look glittery.",http://www.sephora.com/productimages/sku/s1721240-main-Lhero.jpg,"Champagne Pop
Mica, Talc, Caprylic/Capric Triglyceride, Isostearyl Alcohol, Petrolatum, Silica, Boron Nitride, Nylon-12, HDI/Trimethylol Hexyllactone Crosspolymer, Dimethicone, Magnesium Stearate, Polyethylene, Sorbitan Sesquioleate, Paraffin, Cera Microcristallina (Microcrystalline Wax/Cire Microcristalline), Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Polyethylene Terephthalate, Acrylates Copolymer, Triethoxycaprylylsilane, Potassium Sorbate, Tetrasodium EDTA, Chlorphenesin, Tin Oxide. May Contain [+/-]: CI 77891 (Titanium Dioxide), CI 77491/77492/77499 (Iron Oxides), CI 77742 (Manganese Violet), CI 75470 (Carmine).",shimmering skin perfector pressed,220000,38.0,P381176,2802,Shimmering Skin Perfector® Pressed Highlighter,http://www.sephora.com/shimmering-skin-perfector-pressed-P381176,0.28 oz/ 8.5 mL,"Suggested Usage:
-Apply pressed highlighter anywhere you want intense glow, like the cheekbones, over or under brow bones, down the bridge of the nose, and even the inner corner of the eyes.
-Tip: dab Shimmering Skin Perfector® Pressed Highlighter on the Cupid’s bow to create the look of fuller and plumper lips."
572,TOM FORD,"makeup, cheek, bronzer","Shop Tom Ford’s Bronzing Powder at Sephora. It has a lightweight formula to deliver natural-looking, flawless radiance.","What it is:
An oil-free bronzing powder with a silky, lightweight texture for perfect, natural-looking radiance.

What it does:
Highlight the skin's natural radiance or accents an existing tan with TOM FORD’s Bronzing Powder. Just brush lightly on cheekbones to define and emphasize your bone structure, or dust all over the face to create the ultimate warm and seductive glow.

What else you need to know:
Remote private islands where summer lasts all year and one day seamlessly blends into the next inspire the TOM FORD Soleil Collection, a sensuous series of bronzers, highlighters, and skin care designed to illuminate summer.

""Sunkissed skin with a hint of color has a powerful simplicity that is effortlessly stunning.""—Tom Ford",http://www.sephora.com/productimages/sku/s1813559-main-Lhero.jpg,,bronzing powder,6010,68.0,P407307,27,Bronzing Powder,http://www.sephora.com/bronzing-powder-P407307,0.30 oz,
613,tarte,"makeup, cheek, highlighter",Shop tarte’s Amazonian Clay Highlighter at Sephora. It creates a universal glow that brightens up the contours of the face.,"What it is:
A 12-hour highlighter, powered by Amazonian clay for a radiant glow.

What it does:
Dust on long-lasting, ultra-light radiance with this 12-hour highlighter powered by Amazonian clay. Available in a luminous shades, each one brightens and awakens the high points of the face for a buildable glow on all skin tones. Formulated with tarte’s 12-hour power™, micro-pearlescent flecks mimic natural light reflection for a soft strobing effect in a unique, skin-perfecting formula that won’t cling to dry patches, flake, or fade.

What it is formulated WITHOUT:
- Parabens
- Phthalates

What else you need to know:
This product is dermatologist tested.",http://www.sephora.com/productimages/sku/s1888858-main-Lhero.jpg,"Stunner
-Amazonian Clay: Nature’s most perfect ingredient for better, longer, truer wear.

Mica, Talc, Zinc Stearate, Cetearyl Isononanoate, Dimethicone, Boron Nitride, Glyceryl Behenate, Sodium Dehydroacetate, Caprylyl Glycol, Phenoxyethanol, Vanillin, Caprylic/Capric Triglyceride, Hexylene Glycol, Tin Oxide, Vanilla Planifolia Fruit Extract, Kaolin, Ethylene/Acrylic Acid Copolymer, Stearic Acid, Poloxamer 338, Silica, Carmine (CI 75470), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Aluminum Powder (CI 77000).",amazonian clay highlighter,30000,28.0,P409981,191,Amazonian Clay 12-hour Highlighter,http://www.sephora.com/amazonian-clay-highlighter-P409981,0.20 oz/ 5.6 g,"Suggested Usage:
-Use your favorite cheek brush to illuminate the high points of the face, dusting powder onto the top of cheekbones, down the nose, the Cupid’s bow, and along the brow bone.
-It can also be used to softly blend a sheer layer on the entire face for a vibrant glow."
179,boscia,"makeup, face, bb & cc cream","Shop boscia’s B.B. Cream Broad Spectrum SPF 27 PA++ at Sephora. This cream creates a flawless finish as it protects, hydrates, firms, and soothes the skin.","Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A long-lasting cream that conceals imperfections with a flawless finish as it protects, hydrates, firms, and soothes the skin with gentle botanicals.

Solutions for:
- Fine lines and wrinkles
- Dullness and uneven texture
- Uneven skin tone

If you want to know more…
The B.B. Cream Broad Spectrum SPF 27 PA++ is a multipurpose beauty enhancer with antiaging properties. The gentle, botanical formula is packed with antioxidants and contains skin-loving abyssine 657, beta-glucan, and antioxidant-rich arbutin to visibly restore signs of damage, provide essential moisture, brighten dark spots, minimize hyperpigmentation, combat free-radical damage, and reduce the look of fine lines and wrinkles. Titanium Dioxide provides non-chemical, non-irritating broad spectrum UVA/UVB sun protection, while the universal, self-adjusting shade creates a beautiful, even finish to complement most skin tones and work well with all skin types—including sensitive skin. It visibly conceals and reduces the appearance of imperfections, such as pores, fine lines, and uneven skin tone. Skin is left with long-wearing, natural-looking coverage.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product has been dermatologically tested to be safe for sensitive skin. It is formulated without preservatives, artificial fragrances, colors, or ethanol alcohol.

BB creams—known as blemish balms or beauty balms—first became popular as antiaging skin care products in Asia, used for treating, hydrating, priming, protecting, and camouflaging the skin. The versatile, five-in-one formulas are designed to treat skin with high levels of active skin care ingredients, moisturize and smooth dehydrated skin, prime and perfect the skin’s surface, camouflage and color correct the skin tone, and protect skin from the sun with SPF. They can be used as a last step for skin care benefits or on their own as an instant beautifier.",http://www.sephora.com/productimages/sku/s1339035-main-Lhero.jpg,"1.75 oz
-Abyssine 657 (Alteromonas Ferment Extract): Soothes, calms, and protects skin from free-radical damage and reinforces skin's natural defense mechanisms against external aggressors as a naturally derived survivor molecule from sea algae.
-Beta-glucan: Supports skin’s natural collagen production, renewal, and defense mechanisms; provides essential moisture; visibly reduces the discoloration of scars; protects against environmental damage as a natural oat derivative for younger-looking skin.
-Arbutin: Brightens hyperpigmentation and reduces the appearance of fine lines and wrinkles as a powerful antioxidant derived from bearberry.
-Titanium Dioxide: Provides non-chemical, non-irritating broad spectrum UVA/UVB protection by scattering UV light.

Acrylates/Dimethicone Copolymer, Adenosine, Allantoin, Alteromonas Ferment Extract, Alumina, Anisate, Arbutin, Beta-Glucan, Butylene Glycol, Caprylyl Glycol, Citric Acid, Cyclopentasiloxane, Dipotassium Glycyrrhizate, Dipropylene Glycol, Dimethicone, Glycerin, Glycereth-26, Iron Oxides (CI 77492, CI 77491, CI 77499), Mica, Panthenol, PEG-10 Dimethicone, PEG-10 Dimethicone/Vinyl Dimethicone Crosspolymer, PEG/PPG-18/18 Dimethicone, PEG/PPG-20/15 Dimethicone, Phenyl Trimethicone, Sodium Hyaluronate, Sodium Levulinate, Sodium PCA, Sodium Triethoxycaprylylsilane, Sorbitol, Stearic Acid, Water, Yeast Extract.",b b cream broad spectrum spf 27 pa,10000,38.0,P288804,1938,B.B. Cream Broad Spectrum SPF 27 PA++,http://www.sephora.com/b-b-cream-broad-spectrum-spf-27-pa-P288804,1.75 oz,"Suggested Usage:
-Apply a small amount with the fingertips using a press and roll motion.
-Work from the center of the face out toward the jawline and hairline.
-Follow with additional complexion or color products as desired.

Precautions:
-For external use only."
